cis_name,name,lat,lon,country_code,region,district
"Ludrová,,č.d.349","Ludrová, č.d.349",49.05144,19.33273,SK,Žilinský,Ružomberok
"Ludrová,,Jednota","Ludrová, Jednota",49.04753,19.33108,SK,Žilinský,Ružomberok
"Ludrová,,č.d.202","Ludrová, č.d.202",49.04281,19.33341,SK,Žilinský,Ružomberok
"Ludrová,,č.d.155","Ludrová, č.d.155",49.03949,19.33396,SK,Žilinský,Ružomberok
"Ludrová,,otočka","Ludrová, otočka",49.03583,19.33399,SK,Žilinský,Ružomberok
"Štiavnička,,MŠ","Štiavnička, MŠ",49.0707,19.34179,SK,Žilinský,Ružomberok
"Rabča,,RD","Rabča, RD",49.48163,19.48111,SK,Žilinský,Námestovo
"Rabčice,,pri moste","Rabčice, pri moste",49.50021,19.4998,SK,Žilinský,Námestovo
"Rabčice,,Vedel","Rabčice, Vedel",49.50057,19.50418,SK,Žilinský,Námestovo
"Rabčice,,Frančáky","Rabčice, Frančáky",49.50403,19.51194,SK,Žilinský,Námestovo
"Rabčice,,Jednota","Rabčice, Jednota",49.5047,19.51571,SK,Žilinský,Námestovo
"Rabčice,,rázc.","Rabčice, rázc.",49.5066,19.52388,SK,Žilinský,Námestovo
"Rabčice,,Končiny pri moste","Rabčice, Končiny pri moste",49.50497,19.52914,SK,Žilinský,Námestovo
"Rabčice,,Končiny","Rabčice, Končiny",49.50386,19.53301,SK,Žilinský,Námestovo
"Rabčice,,Jagnešák","Rabčice, Jagnešák",49.51261,19.52472,SK,Žilinský,Námestovo
"Rabčice,,chata","Rabčice, chata",49.51672,19.52796,SK,Žilinský,Námestovo
"Rabčice,,Potoky","Rabčice, Potoky",49.52003,19.52703,SK,Žilinský,Námestovo
"Rabčice,,konečná","Rabčice, konečná",49.52839,19.52453,SK,Žilinský,Námestovo
"Hruštín,Vaňovka","Hruštín, Vaňovka",49.34278,19.35145,SK,Žilinský,Námestovo
Vasiľov,Vasiľov,49.348,19.38425,SK,Žilinský,Námestovo
"Lokca,,ZŠ","Lokca, ZŠ",49.36903,19.414,SK,Žilinský,Námestovo
Ťapešovo,Ťapešovo,49.37517,19.44297,SK,Žilinský,Námestovo
"Novoť,,PS","Novoť, PS",49.44747,19.24529,SK,Žilinský,Námestovo
"Novoť,,Bálek","Novoť, Bálek",49.44075,19.24838,SK,Žilinský,Námestovo
"Novoť,,Fafalák","Novoť, Fafalák",49.43184,19.25196,SK,Žilinský,Námestovo
"Novoť,,Bachňák","Novoť, Bachňák",49.42967,19.25995,SK,Žilinský,Námestovo
"Novoť,,OcÚ","Novoť, OcÚ",49.42769,19.26959,SK,Žilinský,Námestovo
"Novoť,,Nogovka","Novoť, Nogovka",49.42628,19.27739,SK,Žilinský,Námestovo
"Novoť,,mlyn","Novoť, mlyn",49.42514,19.28529,SK,Žilinský,Námestovo
"Zákamenné,,pri moste","Zákamenné, pri moste",49.41341,19.29297,SK,Žilinský,Námestovo
"Zákamenné,,Poriečie","Zákamenné, Poriečie",49.4041,19.29643,SK,Žilinský,Námestovo
"Zákamenné,,staré trhovisko","Zákamenné, staré trhovisko",49.39883,19.30034,SK,Žilinský,Námestovo
"Zákamenné,,Babinec","Zákamenné, Babinec",49.39417,19.30093,SK,Žilinský,Námestovo
"Zákamenné,,OcÚ","Zákamenné, OcÚ",49.38706,19.29551,SK,Žilinský,Námestovo
"Zákamenné,,Michalica","Zákamenné, Michalica",49.38566,19.27677,SK,Žilinský,Námestovo
"Zákamenné,,Mrzáčka","Zákamenné, Mrzáčka",49.39038,19.27156,SK,Žilinský,Námestovo
"Zákamenné,,Jednota","Zákamenné, Jednota",49.39456,19.26675,SK,Žilinský,Námestovo
"Zákamenné,,Vrábeľ","Zákamenné, Vrábeľ",49.40197,19.26068,SK,Žilinský,Námestovo
"Zákamenné,,vyšný koniec","Zákamenné, vyšný koniec",49.40806,19.25389,SK,Žilinský,Námestovo
"Dolný Kubín,,Kaufland","Dolný Kubín, Kaufland",49.21607,19.29884,SK,Žilinský,Dolný Kubín
"Oravský Podzámok,Dolná Lehota,Mrzáčka","Oravský Podzámok, Dolná Lehota, Mrzáčka",49.26589,19.37457,SK,Žilinský,Dolný Kubín
"Oravský Podzámok,Dolná Lehota,Jednota","Oravský Podzámok, Dolná Lehota, Jednota",49.26327,19.37958,SK,Žilinský,Dolný Kubín
"Horná Lehota,,Jednota","Horná Lehota, Jednota",49.25516,19.40049,SK,Žilinský,Dolný Kubín
Sedliacka Dubová,Sedliacka Dubová,49.26124,19.42947,SK,Žilinský,Dolný Kubín
"Dlhá n.Oravou,,Jednota","Dlhá nad Oravou, Jednota",49.26602,19.44561,SK,Žilinský,Dolný Kubín
Krivá,Krivá,49.282486,19.477006,SK,Žilinský,Dolný Kubín
"Dlhá n.Oravou,,žel.zast.","Dlhá nad Oravou, žel.zast.",49.26458,19.44345,SK,Žilinský,Dolný Kubín
"Dlhá n.Oravou,,Podhúšť","Dlhá nad Oravou, Podhúšť",49.25751,19.44073,SK,Žilinský,Dolný Kubín
"Dlhá n.Oravou,,mlyn Žilinec","Dlhá nad Oravou, mlyn Žilinec",49.25302,19.44755,SK,Žilinský,Dolný Kubín
"Dlhá n.Oravou,,Červeň","Dlhá nad Oravou, Červeň",49.24751,19.45508,SK,Žilinský,Dolný Kubín
"Chlebnice,,píla","Chlebnice, píla",49.24008,19.45913,SK,Žilinský,Dolný Kubín
"Chlebnice,,Hajdúch","Chlebnice, Hajdúch",49.23639,19.46341,SK,Žilinský,Dolný Kubín
"Chlebnice,,Jednota","Chlebnice, Jednota",49.23038,19.46246,SK,Žilinský,Dolný Kubín
"Chlebnice,,vyš.koniec","Chlebnice, vyš.koniec",49.22802,19.47491,SK,Žilinský,Dolný Kubín
"Ľubeľa,,Sihotka","Ľubeľa, Sihotka",49.05771,19.49111,SK,Žilinský,Liptovský Mikuláš
"Vlachy,Krmeš,pri moste","Vlachy, Krmeš, pri moste",49.08006,19.47875,SK,Žilinský,Liptovský Mikuláš
"Vlachy,Krmeš,stred","Vlachy, Krmeš, stred",49.08433,19.47829,SK,Žilinský,Liptovský Mikuláš
"Vlachy,,rázc.","Vlachy, rázc.",49.08908,19.47528,SK,Žilinský,Liptovský Mikuláš
"Vlachy,,Jednota","Vlachy, Jednota",49.09269,19.4735,SK,Žilinský,Liptovský Mikuláš
"Vlachy,Vlašky,pri moste","Vlachy, Vlašky, pri moste",49.09822,19.46983,SK,Žilinský,Liptovský Mikuláš
"Ľubeľa,,Jednota","Ľubeľa, Jednota",49.05242,19.48168,SK,Žilinský,Liptovský Mikuláš
"Ľubeľa,,ZŠ","Ľubeľa, ZŠ",49.05167,19.47907,SK,Žilinský,Liptovský Mikuláš
"Ľubeľa,,Humenný","Ľubeľa, Humenný",49.04867,19.47712,SK,Žilinský,Liptovský Mikuláš
"Lipt.Kľačany,,samota","Liptovské Kľačany, samota",49.04279,19.47525,SK,Žilinský,Liptovský Mikuláš
"Lipt.Kľačany,,kostol","Liptovské Kľačany, kostol",49.03804,19.47381,SK,Žilinský,Liptovský Mikuláš
"Lipt.Kľačany,,garáž SAD","Liptovské Kľačany, garáž SAD",49.03362,19.47386,SK,Žilinský,Liptovský Mikuláš
"Ľubeľa,,lekáreň","Ľubeľa, lekáreň",49.05047,19.48351,SK,Žilinský,Liptovský Mikuláš
"Dúbrava,,Dom služ.","Dúbrava, Dom služ.",49.04061,19.49438,SK,Žilinský,Liptovský Mikuláš
"Dúbrava,,RaJ Baník","Dúbrava, RaJ Baník",49.03914,19.49885,SK,Žilinský,Liptovský Mikuláš
"Dúbrava,,závod","Dúbrava, závod",49.03742,19.50013,SK,Žilinský,Liptovský Mikuláš
"Dúbrava,,otoč.ŠM","Dúbrava, otoč.ŠM",49.03146,19.50456,SK,Žilinský,Liptovský Mikuláš
"Lipt.Sliače,Nižný Sliač,Smištík","Liptovské Sliače, Nižný Sliač, Smištík",49.07977,19.3778,SK,Žilinský,Ružomberok
"Lipt.Sliače,Nižný Sliač,Bielený","Liptovské Sliače, Nižný Sliač, Bielený",49.07522,19.38069,SK,Žilinský,Ružomberok
"Lipt.Sliače,Nižný Sliač,pri moste","Liptovské Sliače, Nižný Sliač, pri moste",49.07062,19.38361,SK,Žilinský,Ružomberok
"Lipt.Sliače,Stredný Sliač,Dielnica","Liptovské Sliače, Stredný Sliač, Dielnica",49.06277,19.3846,SK,Žilinský,Ružomberok
"Lipt.Sliače,Stredný Sliač,ZŠ","Liptovské Sliače, Stredný Sliač, ZŠ",49.06074,19.38693,SK,Žilinský,Ružomberok
"Lipt.Sliače,Stredný Sliač,Gejdoš","Liptovské Sliače, Stredný Sliač, Gejdoš",49.05565,19.38846,SK,Žilinský,Ružomberok
"Lipt.Sliače,Stredný Sliač,otoč.","Liptovské Sliače, Stredný Sliač, otoč.",49.05192,19.38815,SK,Žilinský,Ružomberok
"Lipt.Sliače,Stredný Sliač,kostol","Liptovské Sliače, Stredný Sliač, kostol",49.0609,19.38958,SK,Žilinský,Ružomberok
"Lipt.Sliače,Stredný Sliač,Dom smútku","Liptovské Sliače, Stredný Sliač, Dom smútku",49.06312,19.39441,SK,Žilinský,Ružomberok
"Lipt.Sliače,Vyšný Sliač,družstvo","Liptovské Sliače, Vyšný Sliač, družstvo",49.06021,19.4056,SK,Žilinský,Ružomberok
"Lipt.Sliače,Vyšný Sliač,garáž","Liptovské Sliače, Vyšný Sliač, garáž",49.05694,19.40823,SK,Žilinský,Ružomberok
"Lipt.Sliače,Vyšný Sliač,u Cabana","Liptovské Sliače, Vyšný Sliač, u Cabana",49.0514,19.40605,SK,Žilinský,Ružomberok
"Lipt.Hrádok,,stavebniny","Lipt.Hrádok,,stavebniny",49.0374031,19.7267283,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,,Vyšné fabriky","Liptovský Hrádok, Vyšné fabriky",49.03766,19.74325,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,,Nižné fabriky","Liptovský Hrádok, Nižné fabriky",49.03843,19.73554,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,,internát strednej školy","Liptovský Hrádok, internát strednej školy",49.03969,19.73014,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,,ZŠ","Liptovský Hrádok, ZŠ",49.03881,19.72675,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,,Sokolovňa","Liptovský Hrádok, železničná stanica",49.03787,19.72012,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,,Pod skalou","Liptovský Hrádok, Pod skalou",49.04455,19.73159,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,,Repček","Liptovský Hrádok, Repček",49.04641,19.73912,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,Dovalovo,č.d.433","Liptovský Hrádok, Dovalovo, č.d.433",49.05022,19.75485,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,Dovalovo,pomník","Liptovský Hrádok, Dovalovo, pomník",49.04942,19.76013,SK,Žilinský,Liptovský Mikuláš
"Lipt.Hrádok,Dovalovo,Blahút","Liptovský Hrádok, Dovalovo, pomník",49.04942,19.76013,SK,Žilinský,Liptovský Mikuláš
"Lipt.Kokava,,Oravec","Liptovská Kokava, Oravec",49.08402,19.81293,SK,Žilinský,Liptovský Mikuláš
"Lipt.Kokava,,obch.dom","Liptovská Kokava, obch.dom",49.08675,19.81313,SK,Žilinský,Liptovský Mikuláš
"Lipt.Kokava,,pož.zbroj.","Liptovská Kokava, pož.zbroj.",49.09008,19.8186,SK,Žilinský,Liptovský Mikuláš
"Lipt.Kokava,,RD","Liptovská Kokava, RD",49.09399,19.82254,SK,Žilinský,Liptovský Mikuláš
"Oravský Podzámok,,žel.st.","Oravský Podzámok, žel.st.",49.26145,19.36268,SK,Žilinský,Dolný Kubín
"Dolný Kubín,,Banisko","Dolný Kubín, Banisko",49.19755,19.30423,SK,Žilinský,Dolný Kubín
"Vyšný Kubín,,rázc.","Vyšný Kubín, rázc.",49.18552,19.30788,SK,Žilinský,Dolný Kubín
"Vyšný Kubín,,Jednota","Vyšný Kubín, Jednota",49.18267,19.31602,SK,Žilinský,Dolný Kubín
"Vyšný Kubín,,nad mlynom","Vyšný Kubín, nad mlynom",49.18311,19.32414,SK,Žilinský,Dolný Kubín
"Vyšný Kubín,,Danielovec","Vyšný Kubín, Danielovec",49.1852,19.33391,SK,Žilinský,Dolný Kubín
"Leštiny,,RD","Leštiny, RD",49.18948,19.34926,SK,Žilinský,Dolný Kubín
"Leštiny,,Osadský","Leštiny, Osadský",49.18784,19.35768,SK,Žilinský,Dolný Kubín
"Leštiny,,Dlhý lán","Leštiny, Dlhý lán",49.18563,19.36817,SK,Žilinský,Dolný Kubín
"Osádka,,ZŠ","Osádka, ZŠ",49.185,19.38685,SK,Žilinský,Dolný Kubín
"Osádka,,vyš.koniec","Osádka, vyš.koniec",49.18501,19.39119,SK,Žilinský,Dolný Kubín
"Malatiná,,Malcov","Malatiná, Malcov",49.18762,19.41768,SK,Žilinský,Dolný Kubín
"Malatiná,,Lata","Malatiná, Lata",49.18707,19.43013,SK,Žilinský,Dolný Kubín
"Malatiná,,OcÚ","Malatiná, OcÚ",49.18507,19.43212,SK,Žilinský,Dolný Kubín
"Lipt.Mikuláš,Lipt.Ondrašová,kostol","Liptovský Mikuláš, Lipt.Ondrašová, kostol",49.0974,19.58946,SK,Žilinský,Liptovský Mikuláš
"Lipt.Mikuláš,Lipt.Ondrašová,otoč.","Lipt. Ondrašová, otoč.",49.10209,19.59173,SK,Žilinský,Liptovský Mikuláš
"Bobrovec,,Škorupovo","Bobrovec, Škorupovo",49.10493,19.59708,SK,Žilinský,Liptovský Mikuláš
"Bobrovec,,Huraj","Bobrovec, Huraj",49.11686,19.6058,SK,Žilinský,Liptovský Mikuláš
"Bobrovec,,OcÚ","Bobrovec, OcÚ",49.11903,19.61055,SK,Žilinský,Liptovský Mikuláš
"Bobrovec,,ZŠ","Bobrovec, ZŠ",49.11808,19.61449,SK,Žilinský,Liptovský Mikuláš
"Trstené,,otoč.","Trstené, otoč.",49.11554,19.62187,SK,Žilinský,Liptovský Mikuláš
"Bobrovec,,pošta","Bobrovec, pošta",49.11978,19.6117,SK,Žilinský,Liptovský Mikuláš
"Bobrovec,,Rakovica","Bobrovec, Rakovica",49.12292,19.61574,SK,Žilinský,Liptovský Mikuláš
"Bobrovec,,Luhy","Bobrovec, Luhy",49.12598,19.61908,SK,Žilinský,Liptovský Mikuláš
"Jalovec,,most","Jalovec, most",49.13596,19.62731,SK,Žilinský,Liptovský Mikuláš
"Jalovec,,ZŠ","Jalovec, ZŠ",49.13785,19.62949,SK,Žilinský,Liptovský Mikuláš
"Párnica,,Dierová","Párnica, Dierová",49.17674,19.14399,SK,Žilinský,Dolný Kubín
"Párnica,,Bystrička","Párnica, Bystrička",49.17607,19.13332,SK,Žilinský,Dolný Kubín
"Kraľovany,,OcÚ","Kraľovany, OcÚ",49.1519,19.13011,SK,Žilinský,Dolný Kubín
"Kraľovany,,Rieka","Kraľovany, Rieka",49.1514,19.09763,SK,Žilinský,Dolný Kubín
"Turany,,nadjazd","Turany, nadjazd",49.12036,19.03584,SK,Žilinský,Martin
"Sučany,,Dom potravín","Sučany, Dom potravín",49.09855,18.9908,SK,Žilinský,Martin
"Sučany,,rozvodňa","Sučany, rozvodňa",49.09407,18.97155,SK,Žilinský,Martin
"Martin,,Sever obch.dom","Martin, Sever obch.dom",49.07724,18.92775,SK,Žilinský,Martin
"Martin,,Ul.J.Jesenského","Martin, Ul.J.Jesenského",49.06024,18.92134,SK,Žilinský,Martin
"Martin,,aut.st.","Martin, aut.st.",49.06443,18.91595,SK,Žilinský,Martin
"Turč.Teplice,,aut.st.","Turčianske Teplice, aut. st.",48.8639,18.86142,SK,Žilinský,Turčianske Teplice
"Kráľova Lehota,,Jednota","Kráľova Lehota, Jednota",49.02164,19.79384,SK,Žilinský,Liptovský Mikuláš
"Kráľova Lehota,,Preglejka št.cesta","Kráľova Lehota, Preglejka št.cesta",49.02646,19.77986,SK,Žilinský,Liptovský Mikuláš
"Kráľova Lehota,,Cestné stavby obal.","Kráľova Lehota, Cestné stavby obal.",49.01855,19.77383,SK,Žilinský,Liptovský Mikuláš
"Kráľova Lehota,,Michalovo Gašparík","Kráľova Lehota, Michalovo Gašparík",48.99888,19.76396,SK,Žilinský,Liptovský Mikuláš
"Malužiná,,Svidovo rázc.","Malužiná, Svidovo rázc.",48.98523,19.7605,SK,Žilinský,Liptovský Mikuláš
"Malužiná,,Liptov","Malužiná, Liptov",48.98184,19.76489,SK,Žilinský,Liptovský Mikuláš
"Malužiná,,kult.dom","Malužiná, kult.dom",48.98063,19.76922,SK,Žilinský,Liptovský Mikuláš
"Malužiná,,rázc.","Malužiná, rázc.",48.97821,19.7734,SK,Žilinský,Liptovský Mikuláš
"Nižná Boca,,Červená Voda","Nižná Boca, Červená Voda",48.95912,19.77355,SK,Žilinský,Liptovský Mikuláš
"Nižná Boca,,Záhradník","Nižná Boca, Záhradník",48.9493,19.76877,SK,Žilinský,Liptovský Mikuláš
"Nižná Boca,,Herich","Nižná Boca, Herich",48.94109,19.75689,SK,Žilinský,Liptovský Mikuláš
"Vyšná Boca,,ZŠ","Vyšná Boca, ZŠ",48.92615,19.75266,SK,Žilinský,Liptovský Mikuláš
"Vyšná Boca,,Zacharovský","Vyšná Boca, Zacharovský",48.92411,19.74938,SK,Žilinský,Liptovský Mikuláš
"Zábiedovo,,Hámričky pri moste","Zábiedovo, Hámričky pri moste",49.34352,19.59957,SK,Žilinský,Tvrdošín
"Zábiedovo,,výkrmňa","Zábiedovo, výkrmňa",49.3387,19.60312,SK,Žilinský,Tvrdošín
"Zábiedovo,,Mládežnícka","Zábiedovo, Mládežnícka",49.32818,19.60615,SK,Žilinský,Tvrdošín
"Zábiedovo,,RD","Zábiedovo, RD",49.32268,19.60738,SK,Žilinský,Tvrdošín
"Zábiedovo,,pri moste","Zábiedovo, pri moste",49.31823,19.60796,SK,Žilinský,Tvrdošín
"Zábiedovo,,Hrady","Zábiedovo, Hrady",49.31573,19.60874,SK,Žilinský,Tvrdošín
"Lisková,,kult.dom","Lisková, kult.dom",49.0889,19.353,SK,Žilinský,Ružomberok
"Lisková,,rázc.RD","Lisková, rázc.RD",49.09151,19.35883,SK,Žilinský,Ružomberok
"Turík,,rázc.","Turík, rázc.",49.09754,19.38805,SK,Žilinský,Ružomberok
"Turík,,RD","Turík, RD",49.10098,19.38753,SK,Žilinský,Ružomberok
"Turík,,OcÚ","Turík, OcÚ",49.10668,19.38239,SK,Žilinský,Ružomberok
"Lipt.Teplá,,ŠL","Liptovská Teplá, ŠL",49.10034,19.40696,SK,Žilinský,Ružomberok
"Lipt.Teplá,Madočany,RENOP","Liptovská Teplá, Madočany, RENOP",49.10989,19.4052,SK,Žilinský,Ružomberok
"Lúčky,,rázc.Kalameny","Lúčky, rázc.Kalameny",49.11968,19.41059,SK,Žilinský,Ružomberok
"Kalameny,,kult.dom","Kalameny, kult.dom",49.12592,19.41477,SK,Žilinský,Ružomberok
"Lúčky,,zdrav.str.","Lúčky, zdrav.str.",49.12303,19.40733,SK,Žilinský,Ružomberok
"Lúčky,,OcÚ","Lúčky, OcÚ",49.12782,19.40335,SK,Žilinský,Ružomberok
"Lúčky,Lúčky-kúpele,otoč.","Lúčky, Lúčky-kúpele, otoč.",49.13152,19.40104,SK,Žilinský,Ružomberok
"Veličná,Revišné,sušička","Veličná, Revišné, sušička",49.21377,19.25097,SK,Žilinský,Dolný Kubín
"Veličná,Revišné,Sučák","Veličná, Revišné, Sučák",49.21623,19.24594,SK,Žilinský,Dolný Kubín
"Veličná,Revišné,konečná","Veličná, Revišné, konečná",49.22033,19.24005,SK,Žilinský,Dolný Kubín
"Veličná,,žel.zast.","Veličná, žel.zast.",49.20228,19.25108,SK,Žilinský,Dolný Kubín
"Oravská Poruba,Zábrež,RD","Oravská Poruba, Zábrež, RD",49.19883,19.25132,SK,Žilinský,Dolný Kubín
"Oravská Poruba,,OcÚ","Oravská Poruba, OcÚ",49.19707,19.25698,SK,Žilinský,Dolný Kubín
"Oravská Poruba,,obchod","Oravská Poruba, obchod",49.19494,19.2653,SK,Žilinský,Dolný Kubín
"Oravská Poruba,,RD rázc.","Oravská Poruba, RD rázc.",49.19367,19.26912,SK,Žilinský,Dolný Kubín
"Lipt.Porúbka,,Chomová","Liptovská Porúbka, Chomová",49.02862,19.73109,SK,Žilinský,Liptovský Mikuláš
"Lipt.Porúbka,,Kubek","Liptovská Porúbka, Kubek",49.03097,19.73586,SK,Žilinský,Liptovský Mikuláš
"Lipt.Porúbka,,pri moste","Liptovská Porúbka, pri moste",49.03316,19.73668,SK,Žilinský,Liptovský Mikuláš
"Lipt.Peter,,Bytovky","Liptovský Peter, Bytovky",49.05289,19.73298,SK,Žilinský,Liptovský Mikuláš
"Lipt.Peter,,pomník","Liptovský Peter, pomník",49.05381,19.73753,SK,Žilinský,Liptovský Mikuláš
"Lipt.Peter,,RD","Liptovský Peter, RD",49.05848,19.73033,SK,Žilinský,Liptovský Mikuláš
"Jamník,,Mokraď","Jamník, Mokraď",49.06683,19.71984,SK,Žilinský,Liptovský Mikuláš
"Jamník,,Jednota","Jamník, Jednota",49.07205,19.70977,SK,Žilinský,Liptovský Mikuláš
"Jamník,,RD otoč.","Jamník, RD otoč.",49.08226,19.71203,SK,Žilinský,Liptovský Mikuláš
"Lipt.Ondrej,,rázc.","Liptovský Ondrej, rázc.",49.09764,19.71236,SK,Žilinský,Liptovský Mikuláš
"Jakubovany,,Kuchárik","Jakubovany, Kuchárik",49.09985,19.7194,SK,Žilinský,Liptovský Mikuláš
"Jakubovany,,Hrča","Jakubovany, Hrča",49.10276,19.72317,SK,Žilinský,Liptovský Mikuláš
"Kvačany,,RD","Kvačany, RD",49.17293,19.54261,SK,Žilinský,Liptovský Mikuláš
"Kvačany,,garáž SAD","Kvačany, garáž SAD",49.16791,19.54232,SK,Žilinský,Liptovský Mikuláš
"Kvačany,,ZŠ","Kvačany, ZŠ",49.16296,19.5397,SK,Žilinský,Liptovský Mikuláš
"Kvačany,Dlhá Lúka","Kvačany, Dlhá Lúka",49.16102,19.53829,SK,Žilinský,Liptovský Mikuláš
"Prosiek,,rázc.","Prosiek, rázc.",49.12993,19.50195,SK,Žilinský,Liptovský Mikuláš
"Prosiek,Zádiel","Prosiek, Zádiel",49.13071,19.4999,SK,Žilinský,Liptovský Mikuláš
Ižipovce,Ižipovce,49.14048,19.49102,SK,Žilinský,Liptovský Mikuláš
"Prosiek,,č.d.26","Prosiek, č.d.26",49.14431,19.50101,SK,Žilinský,Liptovský Mikuláš
"Prosiek,,garáž SAD","Prosiek, garáž SAD",49.14733,19.50082,SK,Žilinský,Liptovský Mikuláš
"Prosiek,,otoč.","Prosiek,otoč.",49.15216,19.49921,SK,Žilinský,Liptovský Mikuláš
"Bobrovník,Hliník,rázc.","Bobrovník, Hliník, rázc.",49.12054,19.48852,SK,Žilinský,Liptovský Mikuláš
"Likavka,,rázc.","Likavka, rázc.",49.09464,19.30589,SK,Žilinský,Ružomberok
"Likavka,,Domiter","Likavka, Domiter",49.09437,19.30661,SK,Žilinský,Ružomberok
"Likavka,,OcÚ","Likavka, OcÚ",49.09212,19.3099,SK,Žilinský,Ružomberok
"Likavka,,Klačko","Likavka, Klačko",49.09163,19.3145,SK,Žilinský,Ružomberok
"Martinček,,OcÚ","Martinček, OcÚ",49.09186,19.33616,SK,Žilinský,Ružomberok
"Likavka,,hrad","Likavka, hrad",49.10042,19.30552,SK,Žilinský,Ružomberok
"Likavka,,Kramariská","Likavka, Kramariská",49.10732,19.30041,SK,Žilinský,Ružomberok
"Valaská Dubová,,OcÚ","Valaská Dubová, OcÚ",49.14067,19.29337,SK,Žilinský,Ružomberok
"Valaská Dubová,,u Drobúľa","Valaská Dubová, u Drobúľa",49.14488,19.29089,SK,Žilinský,Ružomberok
"Komjatná,Studničná,Panská lúka","Komjatná, Studničná, Panská lúka",49.13684,19.2683,SK,Žilinský,Ružomberok
"Komjatná,Studničná","Komjatná, Studničná",49.1354,19.2636,SK,Žilinský,Ružomberok
"Komjatná,,Babic","Komjatná, Babic",49.13867,19.25321,SK,Žilinský,Ružomberok
"Komjatná,,Kočibal","Komjatná, Kočibal",49.14111,19.25006,SK,Žilinský,Ružomberok
"Komjatná,,Jednota","Komjatná, Jednota",49.14422,19.24793,SK,Žilinský,Ružomberok
"Komjatná,,pož.zbroj.","Komjatná, pož.zbroj.",49.1462,19.24679,SK,Žilinský,Ružomberok
"Komjatná,,Pod Stráňou","Komjatná, Pod Stráňou",49.1477,19.24556,SK,Žilinský,Ružomberok
"Komjatná,,ZŠ","Komjatná, ZŠ",49.14711,19.24368,SK,Žilinský,Ružomberok
"Komjatná,,otoč.","Komjatná, otoč.",49.1462,19.23584,SK,Žilinský,Ružomberok
"Ružomberok,,Nám. A.Hlinku","Ružomberok, Nám. A.Hlinku",49.07913,19.29938,SK,Žilinský,Ružomberok
"Ružomberok,,Savoy","Ružomberok, Savoy",49.07902,19.30438,SK,Žilinský,Ružomberok
"Likavka,,Dom dôchodcov","Likavka, Dom dôchodcov",49.08932,19.30377,SK,Žilinský,Ružomberok
"Trstená,,ELKOND","Trstená, ELKOND",49.36341,19.63135,SK,Žilinský,Tvrdošín
"Liesek,,dol.koniec","Liesek,dol.koniec",49.35917,19.66449,SK,Žilinský,Tvrdošín
"Liesek,,Jednota",Liesek - Jednota,49.36031,19.67333,SK,Žilinský,Tvrdošín
"Liesek,,vyš.koniec",Liesek - vyš.koniec,49.36186,19.67971,SK,Žilinský,Tvrdošín
"Čimhová,,Jednota",Čimhová - Jednota,49.36146,19.69205,SK,Žilinský,Tvrdošín
"Čimhová,,byt.RD",Čimhová - byt.RD,49.36166,19.69938,SK,Žilinský,Tvrdošín
"Vitanová,,rázc.","Vitanová, rázc.",49.35874,19.72062,SK,Žilinský,Tvrdošín
"Vitanová,,Jednota","Vitanová, Jednota",49.35516,19.72749,SK,Žilinský,Tvrdošín
"Vitanová,,pri moste","Vitanová, pri moste",49.34939,19.737,SK,Žilinský,Tvrdošín
"Vitanová,,RD","Vitanová, RD",49.36361,19.73173,SK,Žilinský,Tvrdošín
"Hladovka,,dol.koniec",Hladovka - dol.koniec,49.36832,19.74858,SK,Žilinský,Tvrdošín
"Hladovka,,Jednota",Hladovka - Jednota,49.3693,19.75733,SK,Žilinský,Tvrdošín
"Hladovka,,byt.RD",Hladovka - byt.RD,49.36799,19.76799,SK,Žilinský,Tvrdošín
"Suchá Hora,,ZŠ",Suchá Hora - ZŠ,49.36564,19.78304,SK,Žilinský,Tvrdošín
"Suchá Hora,,Jednota",Suchá Hora - Jednota,49.36596,19.78903,SK,Žilinský,Tvrdošín
"Suchá Hora,,št.hr.",Suchá Hora - št.hr,49.36557,19.79787,SK,Žilinský,Tvrdošín
"Suchá Hora,,št.hr.CLO",Suchá Hora - št.hr,49.36557,19.79787,SK,Žilinský,Tvrdošín
"Chocholów,,granica CLO","Chocholów, granica CLO",49.36489,19.8041,PL,Malopoľské vojvodstvo,gmina Czarny Dunajec
"Chocholów,,granica","Chocholów, granica",49.36493,19.80447,PL,Malopoľské vojvodstvo,gmina Czarny Dunajec
"Chocholów,,I","Chocholów, I",49.3669092,19.817561,PL,Malopoľské vojvodstvo,gmina Czarny Dunajec
"Chocholów,,Chocholowskie Termy","Chocholów, Chocholowskie Termy",49.3516,19.8205,PL,Malopoľské vojvodstvo,gmina Czarny Dunajec
"Ružomberok,,evanjelický kostol","Ružomberok, evanjelický kostol",49.08382,19.3003,SK,Žilinský,Ružomberok
