cis_name,name,lat,lon,country_code,region,district
"Lúka,,ZŠ","Lúka, ZŠ",48.66133,17.87933,SK,Trenčiansky,Nové Mesto nad Váhom
"Hrádok,,rázc.","Hrádok, rázc.",48.69723,17.88072,SK,Trenčiansky,Nové Mesto nad Váhom
"Hôrka n.Váhom,,Malá Hôrka","Hôrka nad Váhom, Malá Hôrka",48.7151,17.88314,SK,Trenčiansky,Nové Mesto nad Váhom
"Hôrka n.Váhom,,rázc.","Hôrka nad Váhom, rázc.",48.71809,17.8933,SK,Trenčiansky,Nové Mesto nad Váhom
"Nová Ves n.Váhom,,Jednota","Nová Ves nad Váhom, Jednota",48.73048,17.8887,SK,Trenčiansky,Nové Mesto nad Váhom
"Nová Ves n.Váhom,,Lúčne","Nová Ves nad Váhom, Lúčne",48.73631,17.88707,SK,Trenčiansky,Nové Mesto nad Váhom
"Kočovce,,obec","Kočovce, obec",48.743,17.88625,SK,Trenčiansky,Nové Mesto nad Váhom
"Kočovce,Beckovská Vieska,Štvrte","Kočovce, Beckovská Vieska, Štvrte",48.74906,17.88856,SK,Trenčiansky,Nové Mesto nad Váhom
"Kočovce,Beckovská Vieska,rázc.","Kočovce, Beckovská Vieska, rázc.",48.75261,17.88702,SK,Trenčiansky,Nové Mesto nad Váhom
"Kočovce,Rakoľuby","Kočovce, Rakoľuby",48.76071,17.88277,SK,Trenčiansky,Nové Mesto nad Váhom
"Kočovce,Rakoľuby,HELLA","Kočovce, Rakoľuby, HELLA",48.76117,17.87798,SK,Trenčiansky,Nové Mesto nad Váhom
"Nové Mesto n.V.,,Zelená voda","Nové Mesto nad Váhom, autoservis",48.76213,17.84352,SK,Trenčiansky,Nové Mesto nad Váhom
"Nové Mesto n.V.,,Izbická","Nové Mesto nad Váhom, Izbická",48.7639847,17.8340206,SK,Trenčiansky,Nové Mesto nad Váhom
"Nové Mesto n.V.,,Malinovského","Nové Mesto nad Váhom, Malinovského",48.7577628,17.8364506,SK,Trenčiansky,Nové Mesto nad Váhom
"Nové Mesto n.V.,,žel.st.","Nové Mesto nad Váhom, žel.st.",48.7518731,17.8347453,SK,Trenčiansky,Nové Mesto nad Váhom
"Piešťany,,N.Tesla sídl.","Piešťany, N.Tesla sídl.",48.59049,17.80305,SK,Trnavský,Piešťany
"Piešťany,,tepláreň","Piešťany, tepláreň",48.58942,17.78112,SK,Trnavský,Piešťany
"Piešťany,Kocurice,rázc.","Piešťany, Kocurice, rázc.",48.58818,17.76627,SK,Trnavský,Piešťany
"Trebatice,,štadión","Trebatice, štadión",48.59018,17.7538,SK,Trnavský,Piešťany
"Trebatice,,obec","Trebatice, obec",48.59801,17.75204,SK,Trnavský,Piešťany
"Krakovany,,žel.zast.","Krakovany, žel.zast.",48.60932,17.74505,SK,Trnavský,Piešťany
"Vrbové,,ev.a.v.kostol","Vrbové, ev.a.v.kostol",48.6265869,17.7198867,SK,Trnavský,Piešťany
"Šípkové,,rázc.","Šípkové, rázc.",48.64475,17.71164,SK,Trnavský,Piešťany
"Šípkové,,cintorín","Šípkové, cintorín",48.65195,17.71792,SK,Trnavský,Piešťany
"Šípkové,,pri zvonici","Šípkové, pri zvonici",48.65701,17.71824,SK,Trnavský,Piešťany
"Prašník,,Grnča","Prašník, Grnča",48.66339,17.69439,SK,Trnavský,Piešťany
"Krajné,,Janušky","Krajné, Janušky",48.67936,17.69248,SK,Trenčiansky,Myjava
"Krajné,,Prehôrka","Krajné, Prehôrka",48.68309,17.6834,SK,Trenčiansky,Myjava
"Prašník,,u Školudov","Prašník, u Školudov",48.6446,17.69901,SK,Trnavský,Piešťany
"Prašník,,OcÚ","Prašník, OcÚ",48.65067,17.68978,SK,Trnavský,Piešťany
"Prašník,,u Dolných Boorov","Prašník, u Dolných Boorov",48.66163,17.67481,SK,Trnavský,Piešťany
"Prašník,,u Horných Boorov","Prašník, u Horných Boorov",48.66705,17.6686,SK,Trenčiansky,Myjava
"Podkylava,,u Pagáčov","Podkylava, u Pagáčov",48.67362,17.6592,SK,Trenčiansky,Myjava
"Podkylava,,u Mosných","Podkylava, u Mosných",48.67438,17.66512,SK,Trenčiansky,Myjava
"Podkylava,,OcÚ","Podkylava, OcÚ",48.68265,17.6688,SK,Trenčiansky,Myjava
"Podkylava,,Prehôrka","Podkylava, Prehôrka",48.68754,17.67115,SK,Trenčiansky,Myjava
"Krajné,,Podprehora","Krajné, Podprehora",48.69127,17.68299,SK,Trenčiansky,Myjava
"Krajné,,ZŠ","Krajné, ZŠ",48.69575,17.6881,SK,Trenčiansky,Myjava
"Krajné,,aut.st.","Krajné,,aut.st.",48.70098,17.68633,SK,Trenčiansky,Myjava
"Krajné,,RD","Krajné, RD",48.70627,17.6843,SK,Trenčiansky,Myjava
"Kostolné,,Mitalovec","Kostolné, Mitalovec",48.72463,17.67749,SK,Trenčiansky,Myjava
"Kostolné,Babulicov Vrch","Kostolné, Babulicov Vrch",48.73469,17.65823,SK,Trenčiansky,Myjava
"Jablonka,,Švancarova dol.","Jablonka, Švancarova dol.",48.74281,17.64745,SK,Trenčiansky,Myjava
"Rudník,,Malý vršok","Rudník, Malý vršok",48.74769,17.64009,SK,Trenčiansky,Myjava
"Rudník,,u Bláhov","Rudník, u Bláhov",48.75283,17.62922,SK,Trenčiansky,Myjava
"Rudník,,u Skalských","Rudník, u Skalských",48.7573,17.62125,SK,Trenčiansky,Myjava
"Rudník,,u Mockov","Rudník, u Mockov",48.75805,17.61063,SK,Trenčiansky,Myjava
"Poriadie,,u Vlčkov","Poriadie, u Vlčkov",48.7598,17.60033,SK,Trenčiansky,Myjava
"Myjava,,aut.st.","Myjava,,aut.st.",48.75227,17.5676,SK,Trenčiansky,Myjava
"Myjava,,Jednota","Myjava, Jednota",48.7576,17.57189,SK,Trenčiansky,Myjava
"Myjava,,žel.st.","Myjava, žel.st.",48.76153,17.57149,SK,Trenčiansky,Myjava
"Zvončín,,rázc.I","Zvončín, rázcestie I",48.40471,17.51333,SK,Trnavský,Trnava
"Zvončín,,OcÚ","Zvončín, OcÚ",48.40031,17.50296,SK,Trnavský,Trnava
"Trebatice,,rázc.","Trebatice, rázc.",48.59726,17.74862,SK,Trnavský,Piešťany
"Borovce,,ZŠ","Borovce, ZŠ",48.57825,17.74671,SK,Trnavský,Piešťany
"Borovce,,Drobný","Borovce, Drobný",48.57109,17.74401,SK,Trnavský,Piešťany
Rakovice,Rakovice,48.56016,17.73875,SK,Trnavský,Piešťany
"Veselé,,cintorín","Veselé, cintorín",48.54854,17.73295,SK,Trnavský,Piešťany
"Veselé,Ťapkové","Veselé, Ťapkové",48.53921,17.73351,SK,Trnavský,Piešťany
"Dubovany,,cintorín","Dubovany, cintorín",48.53328,17.73279,SK,Trnavský,Piešťany
"Dubovany,,Horné Dubovany","Dubovany, Horné Dubovany",48.52754,17.73024,SK,Trnavský,Piešťany
"Dubovany,,Dolné Dubovany","Dubovany, Dolné Dubovany",48.52326,17.72982,SK,Trnavský,Piešťany
"Veľké Kostoľany,,vysielač","Veľké Kostoľany, vysielač",48.51731,17.72705,SK,Trnavský,Piešťany
"Žlkovce,,kostol","Žlkovce, kostol",48.45882,17.71669,SK,Trnavský,Hlohovec
"Malženice,,kult.dom","Malženice, kult.dom",48.45169,17.6783,SK,Trnavský,Trnava
"Trakovice,,rázc.","Trakovice, rázc.pri kríži",48.43874,17.70207,SK,Trnavský,Hlohovec
"Bučany,,mlyn","Bučany, mlyn",48.42233,17.69604,SK,Trnavský,Trnava
"Trnava,,Oravné","Trnava, Oravné",48.39932,17.63262,SK,Trnavský,Trnava
"Trnava,,vodáreň","Trnava, vodáreň",48.38422,17.60089,SK,Trnavský,Trnava
"Trnava,,Coburgova","Trnava, Coburgova",48.36595,17.58182,SK,Trnavský,Trnava
"Hrnčiarovce n.Parnou,,Vinohradnícka","Hrnčiarovce nad Parnou, Vinohradnícka",48.341,17.56593,SK,Trnavský,Trnava
"Hrnčiarovce n.Parnou,,Sv.Martina","Hrnčiarovce nad Parnou, Sv.Martina",48.34404,17.56933,SK,Trnavský,Trnava
"Cífer,,Rázcestie Pác","Cífer, Rázcestie Pác",48.31449,17.50619,SK,Trnavský,Trnava
"Cífer,Pác,kostol","Cífer, Pác, kostol",48.30744,17.51708,SK,Trnavský,Trnava
"Cífer,Pác,Centrum","Cífer, Pác, Centrum",48.30439,17.52005,SK,Trnavský,Trnava
"Slovenská N.Ves,,hostinec","Slovenská Nová Ves, hostinec",48.29354,17.53065,SK,Trnavský,Trnava
"Slovenská N.Ves,,kríž","Slovenská Nová Ves, kríž",48.29031,17.5388,SK,Trnavský,Trnava
"Slovenská N.Ves,,majer","Slovenská Nová Ves, majer",48.28752,17.54438,SK,Trnavský,Trnava
"Voderady,,Silvester","Voderady, Silvester",48.28071,17.55729,SK,Trnavský,Trnava
"Voderady,,nám.","Voderady, nám.",48.27752,17.55857,SK,Trnavský,Trnava
"Pavlice,,nám.","Pavlice, nám.",48.25771,17.57672,SK,Trnavský,Trnava
"Pusté Úľany,,Jednota","Pusté Úľany, Jednota",48.23155,17.56935,SK,Trnavský,Galanta
"Pusté Úľany,,žel.zast.","Pusté Úľany, žel.zast.",48.20846,17.54351,SK,Trnavský,Galanta
"Pusté Úľany,,Lúčny Dvor rázc.","Pusté Úľany, Lúčny Dvor rázc.",48.20246,17.52693,SK,Trnavský,Galanta
"Hlohovec,,Nábr.A.Hlinku","Hlohovec, Nábr.A.Hlinku",48.42732,17.79075,SK,Trnavský,Hlohovec
"Hlohovec,,SNP","Hlohovec, SNP",48.42579,17.80117,SK,Trnavský,Hlohovec
"Hlohovec,,Bernolákova ul.pešia lávka","Hlohovec, Bernolákova ul.pešia lávka",48.43085,17.80993,SK,Trnavský,Hlohovec
"Hlohovec,,Bernolákova ul.","Hlohovec, Bernolákova ul.",48.42614,17.80386,SK,Trnavský,Hlohovec
"Hlohovec,,Farmapavilón","Hlohovec, Farmapavilón",48.42238,17.81386,SK,Trnavský,Hlohovec
"Hlohovec,,Kaufland","Hlohovec, Kaufland",48.4206,17.81369,SK,Trnavský,Hlohovec
"Hlohovec,,PD Bočina","Hlohovec, PD Bočina",48.41447,17.83169,SK,Trnavský,Hlohovec
"Kľačany,,obec","Kľačany, obec",48.38906,17.87291,SK,Trnavský,Hlohovec
"Kľačany,,žel.zast.","Kľačany, žel.zast.",48.3863,17.86689,SK,Trnavský,Hlohovec
"Sasinkovo,,dolný koniec","Sasinkovo, dolný koniec",48.3697,17.85521,SK,Trnavský,Hlohovec
"Sasinkovo,,obchod","Sasinkovo, obchod",48.37072,17.8505,SK,Trnavský,Hlohovec
"Sasinkovo,,materská škola","Sasinkovo, materská škola",48.37362,17.84745,SK,Trnavský,Hlohovec
"Kľačany,,Benzinol","Kľačany, Benzinol",48.37969,17.86973,SK,Trnavský,Hlohovec
"Kľačany,,VD","Kľačany, VD",48.378,17.87679,SK,Trnavský,Hlohovec
"Rišňovce,,rázc.k žel.st.","Rišňovce, rázc.k žel.st.",48.37202,17.88853,SK,Nitriansky,Nitra
"Trnava,,G.Dusíka","Trnava, G.Dusíka",48.37009,17.56976,SK,Trnavský,Trnava
"Trnava,,J.G.Tajovského","Trnava, J.G.Tajovského",48.36691,17.56995,SK,Trnavský,Trnava
"Trnava,,Úrad práce","Trnava, Úrad práce",48.36923,17.57673,SK,Trnavský,Trnava
"Trnava,,Spartakovská","Trnava, Spartakovská",48.3742,17.59846,SK,Trnavský,Trnava
"Trnava,,Poliklinika","Trnava, Poliklinika",48.38016,17.59857,SK,Trnavský,Trnava
"Trnava,,Saleziánska","Trnava, Saleziánska",48.38937,17.59715,SK,Trnavský,Trnava
"Trnava,,Námestie SUT","Trnava, Námestie SUT",48.39137,17.59606,SK,Trnavský,Trnava
"Senica,,AS","Senica, AS",48.68291,17.36569,SK,Trnavský,Senica
"Senica,,Hviezdoslavova ul.","Senica, Hviezdoslavova ul.",48.68077,17.36308,SK,Trnavský,Senica
"Senica,,Čáčovská cesta","Senica, Čáčovská cesta",48.67871,17.35711,SK,Trnavský,Senica
"Senica,Čáčov,dolný koniec","Senica, Čáčov, dolný koniec",48.67922,17.34289,SK,Trnavský,Senica
"Senica,Čáčov,kostol","Senica, Čáčov, kostol",48.6779,17.33823,SK,Trnavský,Senica
"Senica,Čáčov,horný koniec","Senica, Čáčov, horný koniec",48.67531,17.33061,SK,Trnavský,Senica
"Dojč,,OMS","Dojč, OMS",48.68164,17.279,SK,Trnavský,Senica
"Dojč,,RD","Dojč, RD",48.68308,17.26096,SK,Trnavský,Senica
"Dojč,,Dom smútku","Dojč, Dom smútku",48.6831,17.258,SK,Trnavský,Senica
"Dojč,,Kolónia","Dojč, Kolónia",48.68153,17.24356,SK,Trnavský,Senica
"Štefanov,,rázc.","Štefanov, rázc.",48.66531,17.20759,SK,Trnavský,Senica
"Štefanov,,pri kríži","Štefanov, pri kríži",48.67116,17.20189,SK,Trnavský,Senica
"Štefanov,,rešt.Kamenica","Štefanov, rešt.Kamenica",48.67767,17.2002,SK,Trnavský,Senica
"Šaštín-Stráže,,píla","Šaštín-Stráže, píla",48.65111,17.17596,SK,Trnavský,Senica
"Šaštín-Stráže,,Belveder","Šaštín-Stráže, Belveder",48.6483,17.15202,SK,Trnavský,Senica
"Borský Mikuláš,,Nádražná 700","Borský Mikuláš, Nádražná 700",48.63574,17.20217,SK,Trnavský,Senica
"Borský Mikuláš,,u Karasov","Borský Mikuláš, u Karasov",48.63004,17.20654,SK,Trnavský,Senica
"Borský Mikuláš,,Na Doline","Borský Mikuláš, Na Doline",48.62743,17.2031,SK,Trnavský,Senica
"Šaštín-Stráže,,nám.","Šaštín-Stráže, nám.",48.63706,17.15391,SK,Trnavský,Senica
"Šaštín-Stráže,,pošta","Šaštín-Stráže, pošta",48.63798,17.1453,SK,Trnavský,Senica
"Šaštín-Stráže,,most","Šaštín-Stráže, most",48.64133,17.14353,SK,Trnavský,Senica
"Šaštín-Stráže,,zdrav.stredisko","Šaštín-Stráže, zdrav.stredisko",48.64745,17.14175,SK,Trnavský,Senica
"Šaštín-Stráže,,Smolinské rázc.","Šaštín-Stráže, Smolinské rázc.",48.64821,17.13533,SK,Trnavský,Senica
"Šaštín-Stráže,,ul.J.Donovala","Šaštín-Stráže, ul.J.Donovala",48.6507,17.12892,SK,Trnavský,Senica
"Smolinské,,kostol","Smolinské, kostol",48.67234,17.12737,SK,Trnavský,Senica
"Smolinské,,OcÚ","Smolinské, OcÚ",48.67513,17.12978,SK,Trnavský,Senica
"Šaštín-Stráže,,bytovky","Šaštín-Stráže, bytovky",48.64831,17.12556,SK,Trnavský,Senica
"Čáry,,ZŠ","Čáry, ZŠ",48.65432,17.09428,SK,Trnavský,Senica
"Čáry,,rázc.","Čáry, rázc.",48.65488,17.08586,SK,Trnavský,Senica
"Kúty,,žel.st.","Kúty, žel.st.",48.6625,17.04707,SK,Trnavský,Senica
"Kúty,,Kovotvar","Kúty, Kovotvar",48.66795,17.05056,SK,Trnavský,Senica
"Kúty,,kolónia","Kúty, kolónia",48.65969,17.04205,SK,Trnavský,Senica
"Kúty,,Dolina","Kúty, Dolina",48.66056,17.03507,SK,Trnavský,Senica
"Kúty,,rešt.Kasíno","Kúty, rešt.Kasíno",48.66005,17.02782,SK,Trnavský,Senica
"Kúty,,rešt.u Cugu","Kúty, rešt.u Cugu",48.65863,17.0215,SK,Trnavský,Senica
"Kúty,,Továrenská ul.","Kúty, Továrenská ul.",48.66334,17.03716,SK,Trnavský,Senica
"Kúty,,MŠ","Kúty, MŠ",48.66259,17.02815,SK,Trnavský,Senica
"Kúty,,rázc.k ZŠ","Kúty, rázc.k ZŠ",48.66215,17.02056,SK,Trnavský,Senica
"Kúty,,Bratislavská ul.","Kúty, Bratislavská ul.",48.6569,17.01893,SK,Trnavský,Senica
"Kúty,,konečná","Kúty, konečná",48.65347,17.01369,SK,Trnavský,Senica
"Kúty,,Kamiža","Kúty, Kamiža",48.66359,17.01188,SK,Trnavský,Senica
"Kúty,,úpravovňa vody","Kúty, úpravovňa vody",48.67091,17.00565,SK,Trnavský,Senica
"Brodské,,Záhumnie","Brodské, Záhumnie",48.68881,17.00692,SK,Trnavský,Skalica
"Brodské,,nám.","Brodské, nám.",48.69091,17.01057,SK,Trnavský,Skalica
"Brodské,,žel.prejazd","Brodské, žel.prejazd",48.69576,17.01934,SK,Trnavský,Skalica
"Brodské,,ZŠ","Brodské, ZŠ",48.69186,17.01631,SK,Trnavský,Skalica
"Brodské,,žel.st.","Brodské, žel.st.",48.6921,17.02262,SK,Trnavský,Skalica
"Hlohovec,Šulekovo,Šulekova ul.","Hlohovec, Šulekovo, Šulekova ul.",48.42594,17.76645,SK,Trnavský,Hlohovec
"Hlohovec,Šulekovo,odkalisko","Hlohovec, Šulekovo, odkalisko",48.41539,17.76388,SK,Trnavský,Hlohovec
"Šúrovce,,Nová ul.","Šúrovce, Nová ul.",48.33372,17.72451,SK,Trnavský,Trnava
"Šúrovce,,kostol","Šúrovce, kostol",48.33258,17.71721,SK,Trnavský,Trnava
"Zavar,,otoč","Zavar, otoč",48.33945,17.6646,SK,Trnavský,Trnava
"Trnava,,Prílohy","Trnava, Prílohy",48.37077,17.63433,SK,Trnavský,Trnava
"Trnava,,Zavarská rozvodňa","Trnava, Zavarská rozvodňa",48.3778,17.62649,SK,Trnavský,Trnava
"Trnava,,ŽOS","Trnava, ŽOS",48.37385,17.60894,SK,Trnavský,Trnava
"Trnava,,Zdravotnícka škola","Trnava, Zdravotnícka škola",48.37093,17.59865,SK,Trnavský,Trnava
"Trnava,,Starohájska Poliklinika","Trnava, Starohájska Poliklinika",48.37916,17.59324,SK,Trnavský,Trnava
"Dolné Dubové,,pošta","Dolné Dubové, pošta",48.48992,17.61182,SK,Trnavský,Trnava
"Dolné Dubové,,obec","Dolné Dubové, obec",48.49277,17.60836,SK,Trnavský,Trnava
"Dolné Dubové,,rázc.Hor.Dubové","Dolné Dubové, rázc.Hor.Dubové",48.50078,17.60496,SK,Trnavský,Trnava
"Dolný Lopašov,,PD","Dolný Lopašov, PD",48.57069,17.6521,SK,Trnavský,Piešťany
"Štefanov,,u Hríchu","Štefanov, u Hríchu",48.66357,17.20462,SK,Trnavský,Senica
"Borský Mikuláš,,rázc.k žel.st.","Borský Mikuláš, rázc.k žel.st.",48.64253,17.19491,SK,Trnavský,Senica
"Borský Mikuláš,,kult.dom","Borský Mikuláš, kult.dom",48.62767,17.21375,SK,Trnavský,Senica
"Borský Mikuláš,,Chodecká ul.","Borský Mikuláš, Chodecká ul.",48.63257,17.21516,SK,Trnavský,Senica
"Borský Mikuláš,,Družstevná ul.","Borský Mikuláš, Družstevná ul.",48.63436,17.21866,SK,Trnavský,Senica
"Borský Mikuláš,Borský Peter,RD","Borský Mikuláš, Borský Peter, RD",48.63423,17.22695,SK,Trnavský,Senica
"Borský Mikuláš,Borský Peter,u Struhy","Borský Mikuláš, Borský Peter, u Struhy",48.6382,17.22651,SK,Trnavský,Senica
"Borský Mikuláš,,osada Jány","Borský Mikuláš, osada Jány",48.62111,17.21059,SK,Trnavský,Senica
"Borský Mikuláš,,u Habánov","Borský Mikuláš, u Habánov",48.59766,17.23082,SK,Trnavský,Senica
"Bílkove Humence,,Cintorín","Bílkove Humence, Cintorín",48.58845,17.23733,SK,Trnavský,Senica
"Lakšárska N.Ves,,Dolný koniec","Lakšárska Nová Ves, Dolný koniec",48.58189,17.17977,SK,Trnavský,Senica
"Moravany n.Váhom,,kostol","Moravany nad Váhom, kaštieľ",48.60317,17.86185,SK,Trnavský,Piešťany
"Moravany n.Váhom,,konečná","Moravany nad Váhom, depo",48.60674,17.86594,SK,Trnavský,Piešťany
"Hubina,,kostol","Myslava, kostol",48.70732,21.20748,SK,Košický,Košice II
"Hubina,,Močidlá","Hubina, Močidlá",48.61819,17.9005,SK,Trnavský,Piešťany
"Dechtice,,nám.","Dechtice, nám.",48.54736,17.59629,SK,Trnavský,Trnava
"Dechtice,,Hoštáky","Dechtice, Hoštáky",48.54583,17.58669,SK,Trnavský,Trnava
"Dechtice,,pri kríži","Dechtice, pri kríži",48.54948,17.57956,SK,Trnavský,Trnava
"Dechtice,,kameňolom","Dechtice, kameňolom",48.56573,17.57023,SK,Trnavský,Trnava
"Dechtice,,Horná Skálová","Dechtice, Horná Skálová",48.56878,17.56597,SK,Trnavský,Trnava
"Dechtice,,Planinka","Dechtice, Planinka",48.57272,17.5596,SK,Trnavský,Trnava
"Dobrá Voda,,SAV","Dobrá Voda, SAV",48.58278,17.55123,SK,Trnavský,Trnava
"Dobrá Voda,,Obecný podnik","Dobrá Voda, Obecný podnik",48.5858,17.55153,SK,Trnavský,Trnava
"Dobrá Voda,,pri kríži","Dobrá Voda, pri kríži",48.59282,17.54551,SK,Trnavský,Trnava
"Dobrá Voda,,OcÚ","Dobrá Voda, OcÚ",48.59621,17.5395,SK,Trnavský,Trnava
"Dobrá Voda,,kostol","Dobrá Voda, kostol",48.59961,17.53768,SK,Trnavský,Trnava
"Piešťany,Kocurice,stred","Piešťany, Kocurice, stred",48.58224,17.76527,SK,Trnavský,Piešťany
"Piešťany,Kocurice,otoč","Piešťany, Kocurice, otoč",48.57884,17.76479,SK,Trnavský,Piešťany
"Senica,,Poliklinika","Senica, Poliklinika",48.68757,17.37236,SK,Trnavský,Senica
"Senica,,Mestský úrad","Senica, Mestský úrad",48.6813,17.36997,SK,Trnavský,Senica
"Senica,,Štefánikova ul.","Senica, Štefánikova ul.",48.68134,17.37452,SK,Trnavský,Senica
"Senica,,Agrostav","Senica, Agrostav",48.68151,17.38239,SK,Trnavský,Senica
"Senica,Kunov,Jednota","Senica, Kunov, Jednota",48.69014,17.40264,SK,Trnavský,Senica
"Senica,Kunov,rázc.","Senica, Kunov, rázc.",48.69401,17.39804,SK,Trnavský,Senica
"Senica,Kunov,priehrada","Senica, Kunov, priehrada",48.70401,17.40089,SK,Trnavský,Senica
"Sobotište,,RD","Sobotište, RD",48.71474,17.40424,SK,Trnavský,Senica
"Sobotište,,nám.","Sobotište, nám.",48.73142,17.40534,SK,Trnavský,Senica
"Sobotište,,transformátor","Sobotište, transformátor",48.73673,17.40883,SK,Trnavský,Senica
"Sobotište,,horný koniec","Sobotište, horný koniec",48.74393,17.40604,SK,Trnavský,Senica
"Sobotište,,u Valcha","Sobotište, u Valcha",48.75429,17.40337,SK,Trnavský,Senica
"Sobotište,,u Miču","Sobotište, u Miču",48.76113,17.40617,SK,Trnavský,Senica
"Sobotište,Javorec,rázc.","Sobotište, Javorec, rázc.",48.76659,17.41338,SK,Trnavský,Senica
"Sobotište,,Medzný mlyn","Sobotište, Medzný mlyn",48.76782,17.42842,SK,Trnavský,Senica
"Vrbovce,,u Strakov","Vrbovce, u Strakov",48.77384,17.43208,SK,Trenčiansky,Myjava
"Vrbovce,,u Chodúrov","Vrbovce, u Chodúrov",48.78019,17.44114,SK,Trenčiansky,Myjava
"Vrbovce,,Valúšsky most","Vrbovce, Valúšsky most",48.79018,17.4545,SK,Trenčiansky,Myjava
"Vrbovce,,kult.dom","Vrbovce, kult.dom",48.79843,17.46469,SK,Trenčiansky,Myjava
"Vrbovce,,nám.","Vrbovce, nám.",48.79937,17.46888,SK,Trenčiansky,Myjava
"Hlohovec,,Mladý háj","Hlohovec, Mladý háj",48.39681,17.85124,SK,Trnavský,Hlohovec
"Kľačany,,ZŠ","Kľačany, ZŠ",48.39046,17.87093,SK,Trnavský,Hlohovec
"Senica,,Vajanského ul.cintorín","Senica, Vajanského ul.cintorín",48.67673,17.36838,SK,Trnavský,Senica
"Senica,,Alchem","Senica, Alchem",48.67099,17.36994,SK,Trnavský,Senica
"Senica,,Energetické závody","Senica, Energetické závody",48.6656,17.3904,SK,Trnavský,Senica
"Senica,,osada Košútovec","Senica, osada Košútovec",48.66144,17.3973,SK,Trnavský,Senica
"Hlboké,,kult.dom","Hlboké, kult.dom",48.65928,17.40337,SK,Trnavský,Senica
"Hlboké,,kostol","Hlboké, kostol",48.65984,17.40893,SK,Trnavský,Senica
"Senica,,Horné Suroviny","Senica, Horné Suroviny",48.66098,17.37187,SK,Trnavský,Senica
"Senica,,Horné Suroviny osada","Senica, Horné Suroviny osada",48.65761,17.38187,SK,Trnavský,Senica
"Senica,,Dolné Suroviny","Senica, Dolné Suroviny",48.65198,17.36947,SK,Trnavský,Senica
"Hlboké,,rázc.","Hlboké, rázc.",48.64247,17.38205,SK,Trnavský,Senica
"Senica,,veľkovýkrmňa","Senica, veľkovýkrmňa",48.63234,17.39262,SK,Trnavský,Senica
"Jablonica,,Nový Dvor","Jablonica, Nový Dvor",48.62297,17.41123,SK,Trnavský,Senica
"Jablonica,,AS","Jablonica, AS",48.60991,17.4224,SK,Trnavský,Senica
"Jablonica,,žel.st.","Jablonica, žel.st.",48.60644,17.41041,SK,Trnavský,Senica
"Jablonica,,ZŠ","Jablonica, ZŠ",48.60577,17.42304,SK,Trnavský,Senica
"Osuské,,most","Osuské, most",48.62002,17.44515,SK,Trnavský,Senica
"Osuské,,OcÚ","Osuské, OcÚ",48.62418,17.4401,SK,Trnavský,Senica
"Osuské,,Rásnik","Osuské, Rásnik",48.62274,17.45863,SK,Trnavský,Senica
"Hradište p.Vrátnom,,Dol.mlyn","Hradište pod Vrátnom, Dol.mlyn",48.62685,17.4708,SK,Trnavský,Senica
"Hradište p.Vrátnom,,Pomník padlým","Hradište pod Vrátnom, Pomník padlým",48.62849,17.4858,SK,Trnavský,Senica
"Hradište p.Vrátnom,,Kopanice","Hradište pod Vrátnom, Kopanice",48.63058,17.4914,SK,Trnavský,Senica
"Hradište p.Vrátnom,,Babina","Hradište pod Vrátnom, Babina",48.63423,17.5001,SK,Trnavský,Senica
"Brezová p.Bradlom,,rázc.k PS","Brezová pod Bradlom, rázc.k PS",48.65226,17.51172,SK,Trenčiansky,Myjava
"Brezová p.Bradlom,,PS","Brezová pod Bradlom, PS",48.65444,17.51224,SK,Trenčiansky,Myjava
"Brezová p.Bradlom,,žel.st.","Brezová pod Bradlom, žel.st.",48.65218,17.53074,SK,Trenčiansky,Myjava
"Brezová p.Bradlom,,Dolné lúky","Brezová pod Bradlom, Dolné lúky",48.65892,17.53706,SK,Trenčiansky,Myjava
"Brezová p.Bradlom,,aut.st.","Brezová pod Bradlom, aut.st.",48.66598,17.53797,SK,Trenčiansky,Myjava
"Brezová p.Bradlom,,Hor.Lúky","Brezová pod Bradlom, Hor.Lúky",48.67615,17.53605,SK,Trenčiansky,Myjava
"Brezová p.Bradlom,,u Minarčiných","Brezová pod Bradlom, u Minarčiných",48.69127,17.54147,SK,Trenčiansky,Myjava
"Brezová p.Bradlom,,za Vrchom","Brezová pod Bradlom, za Vrchom",48.69839,17.54599,SK,Trenčiansky,Myjava
"Brezová p.Bradlom,Hurbanova Dolina","Brezová pod Bradlom, Hurbanova Dolina",48.70449,17.54549,SK,Trenčiansky,Myjava
"Brezová p.Bradlom,,u Vaškov","Brezová pod Bradlom, u Vaškov",48.70934,17.55122,SK,Trenčiansky,Myjava
"Myjava,,Pokrivníky","Myjava, Pokrivníky",48.72601,17.55654,SK,Trenčiansky,Myjava
"Myjava,,detský domov","Myjava, detský domov",48.74032,17.56016,SK,Trenčiansky,Myjava
"Myjava,,bitúnok","Myjava, bitúnok",48.74572,17.55863,SK,Trenčiansky,Myjava
"Myjava,,Nemocnica","Myjava, Nemocnica",48.76215,17.56326,SK,Trenčiansky,Myjava
"Pastuchov,,cintorín","Pastuchov, cintorín",48.42625,17.87289,SK,Trnavský,Hlohovec
"Pastuchov,,obchod","Pastuchov, obchod",48.42621,17.87811,SK,Trnavský,Hlohovec
"Dolné Otrokovce,,obec","Dolné Otrokovce, obec",48.46625,17.91208,SK,Trnavský,Hlohovec
